crime_date_time,location,district,neighborhood,premise,year,month,date,time_range,quarter,longitude,latitude,victims,average_age,juvenile_victims,id,near_western_near,geometry,color
2022-11-28T12:26:32Z,2300 Tioga Pkwy,Northwestern,Liberty Square,Street,2022,11,2022-11-28,Early Afternoon,4,-76.6544,39.3198,1,27,0,6498,TRUE,"c(-76.6544, 39.3198)",#ff9200
2022-11-28T16:16:43Z,0 S Greene St,Central,University Of Maryland,Hospital,2022,11,2022-11-28,After School,4,-76.6237,39.2884,1,24,0,6500,TRUE,"c(-76.6237, 39.2884)",#00d3ff
2022-11-28T22:01:49Z,0 S Greene St,Central,University Of Maryland,Hospital,2022,11,2022-11-28,Night,4,-76.6237,39.2884,1,23,0,6502,TRUE,"c(-76.6237, 39.2884)",#00d3ff
2022-11-29T16:11:27Z,100 N Kossuth St,Southwestern,Saint Josephs,Alley,2022,11,2022-11-29,After School,4,-76.6737,39.2885,1,34,0,6504,TRUE,"c(-76.6737, 39.2885)",#0065d1
2022-11-29T21:35:50Z,700 Poplar Grove St,Southwestern,Franklintown Road,Street,2022,11,2022-11-29,Night,4,-76.665,39.2954,1,29,0,6505,TRUE,"c(-76.665, 39.2954)",#0065d1
2022-12-10T20:22:29Z,800 N Martin Luther King Jr Blvd,Central,Madison Park,Street,2022,12,2022-12-10,Night,4,-76.6235,39.2992,1,20,0,6527,TRUE,"c(-76.6235, 39.2992)",#00d3ff
2022-12-12T05:29:34Z,1300 Washington Blvd,Southern,Washington Village/Pigtown,Street,2022,12,2022-12-12,Morning,4,-76.6355,39.2807,1,36,0,6530,TRUE,"c(-76.6355, 39.2807)",#d25a3f
2022-12-13T18:09:52Z,2100 Stoddard Al,Central,Druid Heights,Alley,2022,12,2022-12-13,Evening,4,-76.6361,39.3085,1,29,0,6534,TRUE,"c(-76.6361, 39.3085)",#00d3ff
2022-12-14T00:10:13Z,0 S Greene St,Central,University Of Maryland,Street,2022,12,2022-12-14,Early Morning,4,-76.6237,39.2884,1,30,0,6535,TRUE,"c(-76.6237, 39.2884)",#00d3ff
2022-12-20T15:18:31Z,1000 W North Ave,Central,Madison Park,Parking Lot,2022,12,2022-12-20,After School,4,-76.634,39.3102,1,34,0,6539,TRUE,"c(-76.634, 39.3102)",#00d3ff
2022-12-21T14:49:11Z,0 S Howard St,Central,Downtown,Public Area,2022,12,2022-12-21,Early Afternoon,4,-76.6193,39.2893,1,36,0,6543,TRUE,"c(-76.6193, 39.2893)",#00d3ff
2022-12-24T19:07:33Z,1600 Bolton St,Central,Bolton Hill,Street,2022,12,2022-12-24,Evening,4,-76.627,39.3077,1,16,1,6548,TRUE,"c(-76.627, 39.3077)",#00d3ff
2022-12-27T22:31:54Z,3100 Westmont Ct,Southwestern,Rosemont,Street,2022,12,2022-12-27,Night,4,-76.6689,39.302,1,26,0,6555,TRUE,"c(-76.6689, 39.302)",#0065d1
2022-12-29T13:56:12Z,2000 W Pratt St,Southern,Carrollton Ridge,Street,2022,12,2022-12-29,Early Afternoon,4,-76.6486,39.2852,1,25,0,6556,TRUE,"c(-76.6486, 39.2852)",#d25a3f
2022-12-29T16:03:30Z,500 W Mulberry St,Central,University Of Maryland,Common Business,2022,12,2022-12-29,After School,4,-76.6234,39.2937,1,30,0,6557,TRUE,"c(-76.6234, 39.2937)",#00d3ff
